"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0K490","2020-03-31 07:00:00","91.000","282.000","0.600","19.200","0.940","1003.800","","0.000","-99.000","-99.000","-99.000","20.300","","18.900",""
"C0V820","2020-03-31 07:00:00","441.000","28.000","1.300","21.200","0.830","966.800","","0.000","-99.000","-99.000","-99.000","21.200","","18.600",""
"C0S810","2020-03-31 07:00:00","65.000","339.000","1.600","21.600","0.940","1009.800","","0.000","-99.000","-99.000","-99.000","21.900","","21.200",""
"C0R580","2020-03-31 07:00:00","10.000","33.000","0.500","23.000","0.910","1012.900","","0.000","-99.000","-99.000","-99.000","23.600","","21.700",""
"C0Z330","2020-03-31 07:00:00","488.000","0.000","0.000","18.900","0.990","961.900","","0.000","-99.000","-99.000","-99.000","19.200","","18.800",""
"C0E590","2020-03-31 07:00:00","40.000","12.000","0.800","17.900","0.990","1009.500","","1.000","-99.000","-99.000","-99.000","17.900","","17.400",""
"C0D540","2020-03-31 07:00:00","227.000","0.000","0.000","16.900","0.980","990.100","","6.000","-99.000","-99.000","-99.000","17.000","","16.400",""
"C0K420","2020-03-31 07:00:00","42.000","8.000","0.800","19.200","0.910","1009.700","","0.000","-99.000","-99.000","-99.000","19.600","","18.400",""
"C0Z180","2020-03-31 07:00:00","34.000","294.000","0.700","21.200","0.930","1011.200","","0.000","-99.000","-99.000","-99.000","22.100","","21.200",""
"C0M720","2020-03-31 07:00:00","225.000","303.000","1.000","18.800","1.000","988.700","","0.000","-99.000","-99.000","-99.000","20.700","","18.800",""
"C0V450","2020-03-31 07:00:00","51.000","34.000","1.100","22.400","0.990","1008.100","","0.000","-99.000","-99.000","-99.000","22.700","","21.700",""
"C0R280","2020-03-31 07:00:00","242.000","66.000","0.400","21.800","1.000","987.400","","0.000","-99.000","-99.000","-99.000","21.800","","21.200",""
"C0E610","2020-03-31 07:00:00","850.000","257.000","0.300","17.600","0.880","920.600","","0.000","-99.000","-99.000","-99.000","18.900","","16.100",""
"C0V610","2020-03-31 07:00:00","22.000","346.000","2.300","20.900","0.900","1011.700","","0.000","-99.000","-99.000","-99.000","22.200","","20.400",""
"C0Z310","2020-03-31 07:00:00","59.000","0.000","0.200","21.000","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","21.300","","20.800",""
"C0S700","2020-03-31 07:00:00","507.000","0.000","0.000","19.200","0.920","959.000","","0.000","-99.000","-99.000","-99.000","19.500","","17.900",""
"C0T9G0","2020-03-31 07:00:00","605.000","0.000","0.000","17.600","0.990","949.000","","0.500","-99.000","-99.000","-99.000","18.000","","17.500",""
"C0U520","2020-03-31 07:00:00","517.000","0.000","0.100","16.400","0.990","959.100","","4.500","-99.000","-99.000","-99.000","16.600","","15.800",""
"C0E750","2020-03-31 07:00:00","62.000","24.000","1.000","18.100","0.940","1006.800","","0.500","-99.000","-99.000","-99.000","18.100","","17.800",""
"C0G660","2020-03-31 07:00:00","27.000","335.000","1.300","20.000","0.900","1012.800","","0.000","-99.000","-99.000","-99.000","20.200","","19.400",""
"C0U720","2020-03-31 07:00:00","1260.000","35.000","1.100","14.600","1.000","888.000","","0.000","-99.000","-99.000","-99.000","15.100","","14.200",""
"C0R690","2020-03-31 07:00:00","248.000","16.000","0.700","21.500","0.990","985.700","","0.000","-99.000","-99.000","-99.000","22.400","","20.900",""
"C0X150","2020-03-31 07:00:00","18.000","36.000","2.000","20.600","0.920","1014.000","","0.000","-99.000","-99.000","-99.000","21.200","","19.900",""
"C0Z050","2020-03-31 07:00:00","830.000","0.000","0.000","17.600","0.990","924.500","","0.000","-99.000","-99.000","-99.000","17.900","","17.300",""
"C0I490","2020-03-31 07:00:00","1601.000","68.000","1.300","15.500","0.730","843.400","","0.000","-99.000","-99.000","-99.000","15.900","","13.000",""
"C0I090","2020-03-31 07:00:00","910.000","229.000","1.100","19.000","0.930","913.900","","0.000","-99.000","-99.000","-99.000","19.000","","17.300",""
"C0X240","2020-03-31 07:00:00","394.000","0.000","0.000","20.500","0.900","970.400","","0.000","-99.000","-99.000","-99.000","20.500","","18.200",""
"C0S990","2020-03-31 07:00:00","409.000","65.000","0.400","21.600","0.980","969.200","","0.000","-99.000","-99.000","-99.000","21.600","","20.700",""
"C0E850","2020-03-31 07:00:00","104.000","89.000","0.300","17.400","0.970","1002.900","","1.500","-99.000","-99.000","-99.000","17.500","","17.100",""
"C0T9B0","2020-03-31 07:00:00","558.000","0.000","0.100","17.900","0.990","953.100","","1.000","-99.000","-99.000","-99.000","18.100","","17.500",""
"C0G650","2020-03-31 07:00:00","34.000","0.000","0.000","20.500","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","20.900","","20.000",""
"C0K580","2020-03-31 07:00:00","26.000","5.000","1.000","19.500","0.990","1013.100","","0.000","-99.000","-99.000","-99.000","20.000","","18.800",""
"C0X050","2020-03-31 07:00:00","25.000","43.000","0.700","19.400","0.990","1010.800","","0.000","-99.000","-99.000","-99.000","20.500","","19.100",""
"CM0100","2020-03-31 07:00:00","25.000","76.000","0.900","18.900","0.830","1012.600","","3.000","-99.000","-99.000","-99.000","18.900","","18.200",""
"C0AC70","2020-03-31 07:00:00","71.000","81.000","0.500","18.700","0.970","1007.500","","1.500","-99.000","-99.000","-99.000","18.700","","17.700",""
"CM0130","2020-03-31 07:00:00","11.000","10.000","2.700","22.000","0.800","1014.100","","0.000","-99.000","-99.000","-99.000","22.000","","20.900",""
"C0W110","2020-03-31 07:00:00","16.000","23.000","6.900","13.200","0.900","1015.400","","0.500","-99.000","-99.000","-99.000","13.300","","12.800",""
"C0R670","2020-03-31 07:00:00","26.000","0.000","0.200","24.200","0.820","1012.300","","0.000","-99.000","-99.000","-99.000","24.200","","22.600",""
"C0X120","2020-03-31 07:00:00","28.000","352.000","2.200","20.300","0.900","1012.600","","0.000","-99.000","-99.000","-99.000","20.700","","19.800",""
"C0R100","2020-03-31 07:00:00","1006.000","5.000","0.800","17.300","0.910","904.600","","0.000","-99.000","-99.000","-99.000","17.300","","15.600",""
"C0C700","2020-03-31 07:00:00","151.000","2.000","1.000","17.300","0.950","998.800","","1.500","-99.000","-99.000","-99.000","17.400","","16.700",""
"C0W130","2020-03-31 07:00:00","18.000","18.000","4.500","20.800","0.880","1011.800","","0.000","9.700","14.000","","20.800","","20.500",""
"C0F9R0","2020-03-31 07:00:00","20.000","30.000","0.400","18.800","1.000","1013.300","","0.000","-99.000","-99.000","-99.000","18.900","","18.400",""
"C0V660","2020-03-31 07:00:00","25.000","4.000","2.700","20.900","0.910","1011.800","","0.000","-99.000","-99.000","-99.000","22.100","","20.500",""
"C0G780","2020-03-31 07:00:00","27.000","352.000","1.500","19.500","0.920","1011.400","","0.000","-99.000","-99.000","-99.000","19.700","","19.100",""
"C0C590","2020-03-31 07:00:00","72.000","34.000","0.800","17.800","0.940","1006.900","","1.000","-99.000","-99.000","-99.000","17.800","","17.300",""
"C0M790","2020-03-31 07:00:00","15.000","2.000","0.500","19.700","0.870","1011.900","","0.000","-99.000","-99.000","-99.000","20.300","","19.000",""
"C0R130","2020-03-31 07:00:00","1040.000","79.000","0.700","18.300","0.840","898.700","","0.000","-99.000","-99.000","-99.000","18.900","","17.100",""
"C0AH30","2020-03-31 07:00:00","755.000","357.000","4.400","16.200","1.000","930.200","","3.500","-99.000","-99.000","-99.000","16.200","","15.300",""
"C0X170","2020-03-31 07:00:00","50.000","35.000","1.600","20.500","0.990","1008.200","","0.000","-99.000","-99.000","-99.000","21.300","","19.800",""
"C0K291","2020-03-31 07:00:00","8.000","4.000","2.600","20.700","0.910","1014.100","","0.000","-99.000","-99.000","-99.000","20.700","","19.700",""
"C0A560","2020-03-31 07:00:00","405.000","0.000","0.000","16.400","1.000","969.400","","4.000","-99.000","-99.000","-99.000","16.600","","15.800",""
"C0X190","2020-03-31 07:00:00","10.000","-99.000","-99.000","20.800","0.880","1013.200","","0.000","-99.000","-99.000","-99.000","21.300","","20.200",""
"C0S950","2020-03-31 07:00:00","415.000","183.000","0.500","19.600","1.000","967.400","","0.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0A880","2020-03-31 07:00:00","6.000","0.000","0.100","17.900","0.970","1013.800","","2.000","-99.000","-99.000","-99.000","18.100","","17.700",""
"C0D480","2020-03-31 07:00:00","223.000","0.000","0.000","16.700","0.990","989.100","","2.500","-99.000","-99.000","-99.000","16.900","","16.500",""
"C0U860","2020-03-31 07:00:00","5.000","76.000","2.500","20.000","1.000","1014.900","","1.500","-99.000","-99.000","-99.000","21.200","","19.100",""
"C0I530","2020-03-31 07:00:00","3014.000","227.000","8.000","7.200","1.000","702.800","","-99.000","19.100","236.000","","7.700","","6.600",""
"C0M670","2020-03-31 07:00:00","43.000","4.000","0.700","19.400","0.890","1009.100","","0.000","-99.000","-99.000","-99.000","20.200","","19.000",""
"C0Z061","2020-03-31 07:00:00","174.000","325.000","0.600","20.500","0.990","998.400","","0.000","-99.000","-99.000","-99.000","21.100","","20.400",""
"C0M730","2020-03-31 07:00:00","40.000","2.000","0.300","20.800","0.840","1009.400","","0.000","-99.000","-99.000","-99.000","22.300","","20.300",""
"C0U750","2020-03-31 07:00:00","398.000","4.000","6.500","15.800","1.000","969.100","","2.000","-99.000","-99.000","-99.000","15.900","","15.500",""
"C0A650","2020-03-31 07:00:00","287.000","0.000","0.000","18.300","1.000","982.700","","2.000","-99.000","-99.000","-99.000","18.300","","17.200",""
"C0K400","2020-03-31 07:00:00","65.000","0.000","0.200","19.300","0.990","1007.700","","0.000","-99.000","-99.000","-99.000","20.300","","18.900",""
"C0I370","2020-03-31 07:00:00","671.000","52.000","0.300","18.900","0.910","940.000","","0.000","-99.000","-99.000","-99.000","18.900","","18.100",""
"C0S750","2020-03-31 07:00:00","2280.000","330.000","0.600","14.000","0.790","775.000","","0.000","-99.000","-99.000","-99.000","14.300","","13.000",""
"C0R650","2020-03-31 07:00:00","29.000","0.000","0.200","22.700","0.990","1011.900","","0.000","-99.000","-99.000","-99.000","23.400","","22.000",""
"C0E740","2020-03-31 07:00:00","27.000","45.000","0.700","18.100","1.000","1006.200","","2.500","-99.000","-99.000","-99.000","18.200","","17.800",""
"C0AI20","2020-03-31 07:00:00","25.000","51.000","5.700","18.400","0.890","1013.400","","0.500","-99.000","-99.000","-99.000","18.600","","17.400",""
"C0E550","2020-03-31 07:00:00","84.000","48.000","1.200","17.600","1.000","1006.200","","1.000","-99.000","-99.000","-99.000","17.700","","17.300",""
"C0X060","2020-03-31 07:00:00","19.000","6.000","2.100","19.900","0.880","1014.100","","0.000","-99.000","-99.000","-99.000","20.200","","19.000",""
"C0R510","2020-03-31 07:00:00","31.000","49.000","0.900","22.900","0.860","1009.800","","0.000","-99.000","-99.000","-99.000","24.200","","22.100",""
"C0AC60","2020-03-31 07:00:00","55.000","0.000","0.000","18.600","0.990","1009.300","","1.000","-99.000","-99.000","-99.000","18.600","","18.000",""
"C0UA70","2020-03-31 07:00:00","547.000","0.000","0.000","15.400","0.990","953.600","","5.000","-99.000","-99.000","-99.000","15.400","","14.900",""
"C0G740","2020-03-31 07:00:00","24.000","346.000","1.300","20.000","0.870","1012.200","","0.000","-99.000","-99.000","-99.000","20.100","","19.200",""
"C0F9N0","2020-03-31 07:00:00","75.000","0.000","0.000","21.000","0.880","1005.300","","0.000","-99.000","-99.000","-99.000","21.600","","20.500",""
"C0F9T0","2020-03-31 07:00:00","111.000","346.000","0.800","19.200","0.930","1000.700","","0.000","-99.000","-99.000","-99.000","19.400","","18.700",""
"C0S710","2020-03-31 07:00:00","382.000","350.000","0.700","19.500","1.000","972.800","","0.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0M680","2020-03-31 07:00:00","37.000","347.000","0.900","19.700","0.980","1012.000","","0.000","-99.000","-99.000","-99.000","20.200","","19.000",""
"C0X220","2020-03-31 07:00:00","26.000","7.000","2.100","20.200","0.870","1011.600","","0.000","-99.000","-99.000","-99.000","20.200","","19.400",""
"C0F9P0","2020-03-31 07:00:00","26.000","34.000","2.500","19.000","0.990","1012.400","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"C0O970","2020-03-31 07:00:00","71.000","8.000","0.900","19.400","0.970","1006.300","","0.000","-99.000","-99.000","-99.000","20.000","","18.900",""
"C0F0B0","2020-03-31 07:00:00","311.000","0.000","0.200","19.000","0.970","978.900","","-99.000","-99.000","-99.000","-99.000","19.000","","18.500",""
"C0R700","2020-03-31 07:00:00","19.000","49.000","3.200","22.600","0.850","1012.300","","0.000","-99.000","-99.000","-99.000","22.900","","21.900",""
"C0R620","2020-03-31 07:00:00","34.000","37.000","1.900","24.200","0.890","1011.100","","0.000","-99.000","-99.000","-99.000","24.400","","23.400",""
"C0C660","2020-03-31 07:00:00","176.000","18.000","1.300","17.400","0.950","995.600","","1.500","-99.000","-99.000","-99.000","17.500","","16.800",""
"C0SA10","2020-03-31 07:00:00","411.000","353.000","0.500","20.200","0.940","968.600","","0.000","-99.000","-99.000","-99.000","20.400","","19.400",""
"C0M740","2020-03-31 07:00:00","15.000","360.000","1.000","19.800","0.910","1012.300","","0.000","-99.000","-99.000","-99.000","20.100","","18.900",""
"C0K460","2020-03-31 07:00:00","60.000","0.000","0.000","19.200","0.920","1006.700","","0.000","-99.000","-99.000","-99.000","20.000","","18.800",""
"C0X100","2020-03-31 07:00:00","10.000","6.000","1.400","21.100","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","21.700","","20.500",""
"C0K560","2020-03-31 07:00:00","117.000","298.000","0.700","19.700","0.900","1001.800","","0.000","-99.000","-99.000","-99.000","20.700","","19.300",""
"C0M840","2020-03-31 07:00:00","578.000","104.000","0.400","19.700","0.900","949.500","","0.000","-99.000","-99.000","-99.000","20.800","","19.400",""
"C0R150","2020-03-31 07:00:00","105.000","107.000","1.900","23.700","0.580","1001.000","","0.000","-99.000","-99.000","-99.000","24.100","","22.800",""
"C0S690","2020-03-31 07:00:00","522.000","244.000","0.600","19.900","0.960","956.300","","0.000","-99.000","-99.000","-99.000","20.600","","19.400",""
"C0U870","2020-03-31 07:00:00","474.000","84.000","0.400","16.900","0.990","962.300","","4.000","-99.000","-99.000","-99.000","17.000","","16.100",""
"C0A520","2020-03-31 07:00:00","48.000","54.000","1.400","18.500","0.990","1010.300","","1.500","-99.000","-99.000","-99.000","18.600","","18.000",""
"C0X130","2020-03-31 07:00:00","27.000","13.000","1.100","20.700","0.890","1010.900","","0.000","-99.000","-99.000","-99.000","21.300","","20.000",""
"C0V400","2020-03-31 07:00:00","56.000","29.000","2.000","21.000","0.970","1007.400","","0.000","-99.000","-99.000","-99.000","21.800","","20.100",""
"C0UA40","2020-03-31 07:00:00","1121.000","177.000","0.300","15.100","0.990","890.700","","1.000","-99.000","-99.000","-99.000","15.100","","13.500",""
"C0G720","2020-03-31 07:00:00","50.000","9.000","0.400","19.100","0.910","1008.400","","0.000","-99.000","-99.000","-99.000","19.700","","18.700",""
"C0G890","2020-03-31 07:00:00","24.000","11.000","3.400","19.200","1.000","1011.600","","0.000","-99.000","-99.000","-99.000","19.400","","18.900",""
"C0I540","2020-03-31 07:00:00","3344.000","-99.000","-99.000","5.200","1.000","683.000","","-99.000","-99.000","-99.000","-99.000","6.500","","4.100",""
"C0K390","2020-03-31 07:00:00","31.000","18.000","1.000","19.400","0.910","1011.100","","0.000","-99.000","-99.000","-99.000","20.000","","18.700",""
"C0T9A0","2020-03-31 07:00:00","498.000","0.000","0.000","17.800","0.990","959.200","","0.000","-99.000","-99.000","-99.000","18.100","","17.600",""
"C0AH40","2020-03-31 07:00:00","426.000","16.000","0.800","17.300","0.980","964.900","","0.500","-99.000","-99.000","-99.000","17.300","","16.600",""
"C0X280","2020-03-31 07:00:00","22.000","41.000","2.100","20.800","0.880","1012.400","","0.000","-99.000","-99.000","-99.000","20.800","","19.900",""
"C0V620","2020-03-31 07:00:00","18.000","14.000","1.500","21.000","0.990","1012.300","","0.000","-99.000","-99.000","-99.000","21.800","","20.300",""
"C0H960","2020-03-31 07:00:00","120.000","0.000","0.000","20.400","1.000","999.100","","0.000","-99.000","-99.000","-99.000","20.400","","19.600",""
"C0M530","2020-03-31 07:00:00","1385.000","83.000","0.500","16.300","0.810","869.800","","0.000","-99.000","-99.000","-99.000","16.300","","14.500",""
"C0R170","2020-03-31 07:00:00","26.000","16.000","0.400","22.800","1.000","1011.300","","0.000","-99.000","-99.000","-99.000","22.900","","22.000",""
"C0I420","2020-03-31 07:00:00","305.000","0.000","0.000","20.100","0.930","979.500","","0.000","-99.000","-99.000","-99.000","20.300","","19.400",""
"C0A640","2020-03-31 07:00:00","241.000","0.000","0.000","16.900","0.980","990.000","","2.000","-99.000","-99.000","-99.000","17.000","","16.500",""
"C0A930","2020-03-31 07:00:00","216.000","0.000","0.200","16.900","1.000","989.600","","4.000","-99.000","-99.000","-99.000","16.900","","16.200",""
"C0F9M0","2020-03-31 07:00:00","230.000","41.000","0.300","18.500","1.000","987.800","","0.000","-99.000","-99.000","-99.000","19.700","","17.800",""
"C0AC40","2020-03-31 07:00:00","1079.000","147.000","1.500","13.900","0.990","894.400","","0.500","-99.000","-99.000","-99.000","14.600","","11.700",""
"C0AI00","2020-03-31 07:00:00","188.000","0.000","0.000","17.800","0.990","994.700","","1.000","-99.000","-99.000","-99.000","17.800","","17.300",""
"C0T9M0","2020-03-31 07:00:00","92.000","337.000","1.500","21.300","0.940","1006.200","","0.000","-99.000","-99.000","-99.000","21.300","","20.600",""
"C0S960","2020-03-31 07:00:00","32.000","303.000","1.600","23.400","0.810","1011.100","","0.000","-99.000","-99.000","-99.000","24.000","","22.800",""
"C0K430","2020-03-31 07:00:00","30.000","335.000","0.800","19.500","0.990","1012.300","","0.000","-99.000","-99.000","-99.000","19.900","","18.600",""
"C0X180","2020-03-31 08:00:00","62.000","0.000","0.100","21.000","0.990","1006.800","","0.000","-99.000","-99.000","-99.000","21.000","","19.400",""
"C0F9N0","2020-03-31 08:00:00","75.000","129.000","0.800","21.500","0.870","1006.100","","0.000","-99.000","-99.000","-99.000","21.600","","20.500",""
"C0F9T0","2020-03-31 08:00:00","111.000","62.000","0.800","20.200","0.890","1001.200","","0.000","-99.000","-99.000","-99.000","20.200","","18.700",""
"C0S710","2020-03-31 08:00:00","382.000","20.000","0.900","19.800","1.000","973.000","","0.000","-99.000","-99.000","-99.000","20.100","","19.300",""
"C0M680","2020-03-31 08:00:00","37.000","36.000","0.700","20.700","0.930","1012.400","","0.000","-99.000","-99.000","-99.000","20.700","","19.000",""
"C0X220","2020-03-31 08:00:00","26.000","1.000","2.600","21.000","0.830","1011.900","","0.000","-99.000","-99.000","-99.000","21.000","","19.400",""
"C0R560","2020-03-31 08:00:00","22.000","314.000","1.500","23.800","0.830","1012.400","","0.000","-99.000","-99.000","-99.000","23.800","","21.700",""
"C0F9P0","2020-03-31 08:00:00","26.000","45.000","2.700","19.500","0.970","1012.800","","0.000","-99.000","-99.000","-99.000","19.500","","18.600",""
"C0O970","2020-03-31 08:00:00","71.000","44.000","0.900","20.800","0.900","1006.800","","0.000","-99.000","-99.000","-99.000","20.800","","18.900",""
"C0F0B0","2020-03-31 08:00:00","311.000","78.000","2.000","19.600","0.940","979.400","","-99.000","-99.000","-99.000","-99.000","19.700","","18.500",""
"C0R700","2020-03-31 08:00:00","19.000","59.000","2.000","24.900","0.770","1012.700","","0.000","-99.000","-99.000","-99.000","24.900","","21.900",""
"C0R620","2020-03-31 08:00:00","34.000","37.000","2.000","25.000","0.880","1011.500","","0.000","-99.000","-99.000","-99.000","25.000","","23.400",""
"C0C660","2020-03-31 08:00:00","176.000","28.000","1.600","17.600","0.940","995.600","","2.000","-99.000","-99.000","-99.000","17.600","","16.800",""
"C0SA10","2020-03-31 08:00:00","411.000","0.000","0.000","21.200","0.890","968.900","","0.000","-99.000","-99.000","-99.000","21.200","","19.400",""
"C0M740","2020-03-31 08:00:00","15.000","59.000","1.500","21.100","0.840","1012.600","","0.000","-99.000","-99.000","-99.000","21.100","","18.900",""
"C0K460","2020-03-31 08:00:00","60.000","80.000","0.700","20.100","0.880","1007.200","","0.000","-99.000","-99.000","-99.000","20.100","","18.800",""
"C0X100","2020-03-31 08:00:00","10.000","20.000","2.300","22.300","0.930","1012.000","","0.000","-99.000","-99.000","-99.000","22.300","","20.500",""
"C0K560","2020-03-31 08:00:00","117.000","0.000","0.000","20.900","0.880","1002.300","","0.000","-99.000","-99.000","-99.000","20.900","","19.300",""
"C0M840","2020-03-31 08:00:00","578.000","0.000","0.000","21.400","0.780","949.900","","0.000","-99.000","-99.000","-99.000","21.400","","19.400",""
"C0R150","2020-03-31 08:00:00","105.000","108.000","1.900","24.800","0.540","1001.100","","0.000","-99.000","-99.000","-99.000","24.800","","22.800",""
"C0S690","2020-03-31 08:00:00","522.000","0.000","0.100","21.200","0.940","956.500","","0.000","-99.000","-99.000","-99.000","21.200","","19.400",""
"C0U870","2020-03-31 08:00:00","474.000","0.000","0.000","16.900","0.970","962.700","","4.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0A520","2020-03-31 08:00:00","48.000","56.000","1.800","18.600","0.990","1010.400","","1.500","-99.000","-99.000","-99.000","18.600","","18.000",""
"C0X130","2020-03-31 08:00:00","27.000","40.000","1.600","21.600","0.850","1011.400","","0.000","-99.000","-99.000","-99.000","21.600","","20.000",""
"C0V400","2020-03-31 08:00:00","56.000","5.000","4.100","21.600","0.940","1007.900","","0.000","-99.000","-99.000","-99.000","21.900","","20.100",""
"C0UA40","2020-03-31 08:00:00","1121.000","35.000","1.400","15.300","0.990","891.200","","1.000","-99.000","-99.000","-99.000","15.500","","13.500",""
"C0G720","2020-03-31 08:00:00","50.000","4.000","0.500","20.200","0.860","1008.900","","0.000","-99.000","-99.000","-99.000","20.200","","18.700",""
"C0G890","2020-03-31 08:00:00","24.000","31.000","2.800","20.000","1.000","1011.900","","0.000","-99.000","-99.000","-99.000","20.000","","18.900",""
"C0I540","2020-03-31 08:00:00","3344.000","-99.000","-99.000","5.400","1.000","684.100","","-99.000","-99.000","-99.000","-99.000","6.500","","4.100",""
"C0K390","2020-03-31 08:00:00","31.000","46.000","1.900","20.400","0.850","1011.500","","0.000","-99.000","-99.000","-99.000","20.400","","18.700",""
"C0T9A0","2020-03-31 08:00:00","498.000","0.000","0.000","18.200","0.990","959.500","","0.000","-99.000","-99.000","-99.000","18.200","","17.600",""
"C0AH40","2020-03-31 08:00:00","426.000","0.000","0.200","17.400","0.980","965.000","","0.500","-99.000","-99.000","-99.000","17.500","","16.600",""
"C0X280","2020-03-31 08:00:00","22.000","33.000","3.300","21.700","0.840","1012.700","","0.000","-99.000","-99.000","-99.000","21.700","","19.900",""
"C0V620","2020-03-31 08:00:00","18.000","348.000","2.300","22.200","0.990","1012.900","","0.000","-99.000","-99.000","-99.000","22.200","","20.300",""
"C0H960","2020-03-31 08:00:00","120.000","33.000","1.000","21.100","0.980","999.700","","0.000","-99.000","-99.000","-99.000","21.100","","19.600",""
"C0M530","2020-03-31 08:00:00","1385.000","0.000","0.000","17.500","0.830","870.200","","0.000","-99.000","-99.000","-99.000","17.500","","14.500",""
"C0R170","2020-03-31 08:00:00","26.000","334.000","0.600","25.000","0.830","1011.600","","0.000","-99.000","-99.000","-99.000","25.000","","22.000",""
"C0I420","2020-03-31 08:00:00","305.000","0.000","0.000","21.100","0.870","980.100","","0.000","-99.000","-99.000","-99.000","21.100","","19.400",""
"C0A640","2020-03-31 08:00:00","241.000","0.000","0.000","17.200","0.980","990.300","","2.000","-99.000","-99.000","-99.000","17.200","","16.500",""
"C0A930","2020-03-31 08:00:00","216.000","0.000","0.000","17.100","0.990","989.600","","5.500","-99.000","-99.000","-99.000","17.100","","16.200",""
"C0F9M0","2020-03-31 08:00:00","230.000","20.000","0.500","19.300","1.000","988.300","","0.000","-99.000","-99.000","-99.000","19.700","","17.800",""
"C0AC40","2020-03-31 08:00:00","1079.000","184.000","1.900","14.700","0.990","894.400","","0.500","-99.000","-99.000","-99.000","14.700","","11.700",""
"C0AI00","2020-03-31 08:00:00","188.000","0.000","0.000","17.900","1.000","994.700","","1.000","-99.000","-99.000","-99.000","17.900","","17.300",""
"C0T9M0","2020-03-31 08:00:00","92.000","331.000","0.600","22.200","0.930","1006.500","","0.000","-99.000","-99.000","-99.000","22.200","","20.600",""
"C0S960","2020-03-31 08:00:00","32.000","7.000","0.300","24.600","0.770","1011.400","","0.000","-99.000","-99.000","-99.000","24.600","","22.800",""
"C0K430","2020-03-31 08:00:00","30.000","9.000","1.800","20.700","0.960","1012.400","","0.000","-99.000","-99.000","-99.000","20.700","","18.600",""
"C0Z170","2020-03-31 08:00:00","199.000","0.000","0.100","21.900","0.990","994.300","","0.000","-99.000","-99.000","-99.000","22.100","","21.100",""
"C0Z100","2020-03-31 08:00:00","36.000","0.000","0.000","21.000","0.990","1013.100","","0.000","-99.000","-99.000","-99.000","21.300","","20.500",""
"C0U710","2020-03-31 08:00:00","1942.000","279.000","0.800","14.600","0.840","809.700","","0.000","-99.000","-99.000","-99.000","14.600","","11.800",""
"C0SA30","2020-03-31 08:00:00","92.000","6.000","0.500","22.400","0.890","1005.300","","0.000","-99.000","-99.000","-99.000","22.400","","21.000",""
"C0V500","2020-03-31 08:00:00","6.000","0.000","0.100","24.700","0.810","1012.400","","0.000","-99.000","-99.000","-99.000","24.700","","22.500",""
"CM0160","2020-03-31 08:00:00","159.000","350.000","0.300","21.200","0.870","998.300","","0.000","-99.000","-99.000","-99.000","21.200","","19.200",""
"C0V350","2020-03-31 08:00:00","36.000","300.000","0.600","25.000","0.760","1011.600","","0.000","-99.000","-99.000","-99.000","25.000","","20.400",""
"C0W120","2020-03-31 08:00:00","58.000","-99.000","-99.000","20.400","0.890","1008.800","","0.000","-99.000","-99.000","-99.000","20.500","","19.800",""
"C0R470","2020-03-31 08:00:00","103.000","269.000","0.900","24.200","0.790","1003.200","","0.000","-99.000","-99.000","-99.000","24.200","","21.600",""
"C0M770","2020-03-31 08:00:00","164.000","0.000","0.200","20.200","1.000","995.800","","0.000","-99.000","-99.000","-99.000","20.300","","18.800",""
"C0S930","2020-03-31 08:00:00","248.000","0.000","0.200","21.100","0.870","987.600","","0.000","-99.000","-99.000","-99.000","21.100","","20.000",""
"C0F9Y0","2020-03-31 08:00:00","3313.000","267.000","3.600","7.600","0.870","687.500","","0.500","17.800","227.000","","7.700","","6.300",""
"C0E790","2020-03-31 08:00:00","344.000","122.000","0.800","19.400","1.000","975.300","","0.000","-99.000","-99.000","-99.000","19.400","","18.300",""
"C0O810","2020-03-31 08:00:00","161.000","176.000","0.500","21.800","0.990","996.900","","0.000","-99.000","-99.000","-99.000","21.900","","20.000",""
"C0R520","2020-03-31 08:00:00","18.000","311.000","0.700","24.300","0.880","1012.500","","0.000","-99.000","-99.000","-99.000","24.300","","21.900",""
"C0G880","2020-03-31 08:00:00","92.000","182.000","0.900","20.200","0.900","1004.300","","0.000","-99.000","-99.000","-99.000","20.300","","19.100",""
"C0R260","2020-03-31 08:00:00","76.000","0.000","0.000","26.400","0.740","1005.500","","0.000","-99.000","-99.000","-99.000","26.400","","21.900",""
"C0U950","2020-03-31 08:00:00","1012.000","0.000","0.200","15.100","1.000","904.200","","2.500","-99.000","-99.000","-99.000","15.300","","12.800",""
"C0O860","2020-03-31 08:00:00","38.000","18.000","0.500","21.500","0.990","1010.000","","0.000","-99.000","-99.000","-99.000","21.500","","19.800",""
"C0R320","2020-03-31 08:00:00","7.000","88.000","1.400","26.700","0.750","1014.100","","0.000","-99.000","-99.000","-99.000","26.700","","21.800",""
