"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0K430","2020-03-31 00:00:00","30.000","349.000","1.500","19.800","0.960","1011.400","","0.000","-99.000","-99.000","-99.000","22.700","","18.700",""
"C0Z170","2020-03-31 00:00:00","199.000","0.000","0.000","22.100","0.990","993.200","","0.000","-99.000","-99.000","-99.000","27.000","","18.000",""
"C0Z100","2020-03-31 00:00:00","36.000","0.000","0.100","21.500","0.920","1012.100","","0.000","-99.000","-99.000","-99.000","28.800","","17.200",""
"C0U710","2020-03-31 00:00:00","1942.000","69.000","0.300","13.500","0.830","808.900","","0.000","-99.000","-99.000","-99.000","18.200","","8.600",""
"C0V440","2020-03-31 00:00:00","27.000","293.000","0.400","23.000","0.790","1009.800","","0.000","-99.000","-99.000","-99.000","31.500","","19.900",""
"C0SA40","2020-03-31 00:00:00","200.000","352.000","0.300","21.000","0.960","991.700","","0.000","-99.000","-99.000","-99.000","23.700","","16.700",""
"C0Z280","2020-03-31 00:00:00","224.000","229.000","0.500","20.900","0.990","990.100","","0.000","-99.000","-99.000","-99.000","27.200","","16.900",""
"C0Z070","2020-03-31 00:00:00","247.000","353.000","2.500","20.700","0.990","985.400","","0.500","-99.000","-99.000","-99.000","25.800","","16.800",""
"CM0180","2020-03-31 00:00:00","313.000","356.000","0.400","21.000","0.840","978.900","","0.000","-99.000","-99.000","-99.000","30.500","","17.500",""
"C0T9N0","2020-03-31 00:00:00","261.000","44.000","0.600","20.800","0.970","984.700","","0.000","-99.000","-99.000","-99.000","23.900","","16.900",""
"C0K470","2020-03-31 00:00:00","97.000","0.000","0.000","20.200","0.990","1002.400","","0.000","-99.000","-99.000","-99.000","25.300","","19.300",""
"C0R720","2020-03-31 00:00:00","214.000","6.000","2.400","22.800","0.930","989.500","","0.000","-99.000","-99.000","-99.000","27.300","","19.500",""
"C0V650","2020-03-31 00:00:00","28.000","31.000","2.500","22.200","0.860","1012.300","","0.000","-99.000","-99.000","-99.000","28.100","","20.300",""
"C0H9C0","2020-03-31 00:00:00","3402.000","333.000","0.800","7.000","0.980","678.000","","3.500","-99.000","-99.000","-99.000","7.100","","0.800",""
"C0U780","2020-03-31 00:00:00","15.000","25.000","1.200","19.900","0.990","1014.000","","0.000","-99.000","-99.000","-99.000","25.200","","17.100",""
"C0U760","2020-03-31 00:00:00","22.000","326.000","0.600","20.300","0.910","1014.200","","0.500","-99.000","-99.000","-99.000","25.400","","17.600",""
"C0X290","2020-03-31 00:00:00","10.000","27.000","4.000","21.200","0.860","1012.600","","0.000","-99.000","-99.000","-99.000","24.800","","20.200",""
"C0E830","2020-03-31 00:00:00","37.000","34.000","2.000","18.200","0.920","1009.900","","2.000","-99.000","-99.000","-99.000","21.000","","18.200",""
"C0K330","2020-03-31 00:00:00","38.000","341.000","1.300","19.800","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","24.300","","19.600",""
"C0M660","2020-03-31 00:00:00","40.000","342.000","1.400","19.900","0.920","1009.800","","0.000","-99.000","-99.000","-99.000","24.400","","19.100",""
"C0D580","2020-03-31 00:00:00","120.000","0.000","0.000","17.200","0.990","1001.400","","4.000","-99.000","-99.000","-99.000","19.600","","16.800",""
"C0R640","2020-03-31 00:00:00","21.000","42.000","2.100","24.100","0.840","1010.700","","0.000","-99.000","-99.000","-99.000","28.200","","21.900",""
"C0E810","2020-03-31 00:00:00","53.000","17.000","2.600","17.400","0.990","1009.400","","1.000","-99.000","-99.000","-99.000","20.100","","17.300",""
"C0G830","2020-03-31 00:00:00","27.000","3.000","2.000","19.500","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","23.000","","19.200",""
"C0A550","2020-03-31 00:00:00","422.000","0.000","0.000","16.000","1.000","968.100","","2.000","-99.000","-99.000","-99.000","23.000","","15.500",""
"C0G750","2020-03-31 00:00:00","31.000","334.000","1.500","19.800","0.840","1011.200","","-99.000","-99.000","-99.000","-99.000","23.400","","19.200",""
"C0Z270","2020-03-31 00:00:00","343.000","53.000","1.700","19.200","0.990","975.900","","0.000","-99.000","-99.000","-99.000","23.300","","15.800",""
"C0UA30","2020-03-31 00:00:00","1397.000","0.000","0.200","13.900","1.000","861.500","","0.500","-99.000","-99.000","-99.000","18.200","","10.200",""
"C0I080","2020-03-31 00:00:00","536.000","0.000","0.000","19.400","0.900","955.900","","0.000","-99.000","-99.000","-99.000","26.200","","16.500",""
"C0UA00","2020-03-31 00:00:00","392.000","0.000","0.000","17.400","0.990","971.400","","0.000","-99.000","-99.000","-99.000","25.700","","14.800",""
"C0AD40","2020-03-31 00:00:00","32.000","74.000","2.300","18.300","0.910","1011.600","","0.500","-99.000","-99.000","-99.000","22.100","","17.300",""
"C0G900","2020-03-31 00:00:00","20.000","21.000","3.900","20.100","0.900","1010.900","","0.000","-99.000","-99.000","-99.000","22.100","","20.100",""
"C0S660","2020-03-31 00:00:00","794.000","0.000","0.000","18.600","0.970","927.600","","0.000","-99.000","-99.000","-99.000","22.500","","14.200",""
"C0M640","2020-03-31 00:00:00","155.000","0.000","0.000","20.300","0.990","995.700","","0.000","-99.000","-99.000","-99.000","27.000","","19.700",""
"C0R660","2020-03-31 00:00:00","20.000","84.000","0.800","24.200","0.880","1011.400","","0.000","-99.000","-99.000","-99.000","27.900","","20.600",""
"C0UA10","2020-03-31 00:00:00","1711.000","326.000","0.700","12.600","1.000","832.500","","0.000","-99.000","-99.000","-99.000","18.100","","8.300",""
"C0V770","2020-03-31 00:00:00","26.000","337.000","0.900","22.400","0.820","1010.400","","0.000","-99.000","-99.000","-99.000","30.900","","20.900",""
"C0E730","2020-03-31 00:00:00","26.000","34.000","1.000","18.100","0.940","1010.700","","2.500","-99.000","-99.000","-99.000","20.600","","18.000",""
"C0V810","2020-03-31 00:00:00","32.000","316.000","2.200","23.100","0.820","1008.800","","0.000","-99.000","-99.000","-99.000","28.700","","21.700",""
"C0A9C0","2020-03-31 00:00:00","35.000","90.000","0.300","18.900","0.920","1011.700","","0.000","-99.000","-99.000","-99.000","23.200","","18.600",""
"C0X310","2020-03-31 00:00:00","9.000","16.000","4.500","21.600","0.830","1013.500","","0.000","-99.000","-99.000","-99.000","24.900","","19.900",""
"C0K280","2020-03-31 00:00:00","23.000","359.000","2.800","20.500","0.860","1013.400","","0.000","-99.000","-99.000","-99.000","25.600","","18.100",""
"C0M650","2020-03-31 00:00:00","20.000","1.000","1.900","19.900","0.890","1011.900","","0.000","-99.000","-99.000","-99.000","25.500","","19.000",""
"C0F9T0","2020-03-31 00:00:00","111.000","341.000","1.100","19.300","0.930","1000.100","","1.500","-99.000","-99.000","-99.000","23.000","","19.300",""
"C0S910","2020-03-31 00:00:00","212.000","0.000","0.000","24.300","0.990","991.300","","0.000","-99.000","-99.000","-99.000","27.800","","21.200",""
"C0D570","2020-03-31 00:00:00","15.000","3.000","0.300","17.900","1.000","1013.900","","5.500","-99.000","-99.000","-99.000","20.700","","17.700",""
"C0M710","2020-03-31 00:00:00","15.000","9.000","2.100","20.600","0.850","1012.300","","0.000","-99.000","-99.000","-99.000","25.000","","19.600",""
"C0V490","2020-03-31 00:00:00","20.000","344.000","1.500","24.400","0.780","1011.300","","0.000","-99.000","-99.000","-99.000","29.200","","22.300",""
"C0E870","2020-03-31 00:00:00","34.000","360.000","0.900","18.400","0.990","1013.200","","1.000","-99.000","-99.000","-99.000","20.800","","18.300",""
"C0M800","2020-03-31 00:00:00","440.000","0.000","0.000","21.700","0.880","964.400","","0.000","-99.000","-99.000","-99.000","27.800","","17.500",""
"C0A570","2020-03-31 00:00:00","360.000","0.000","0.000","16.500","0.990","974.700","","1.000","-99.000","-99.000","-99.000","22.800","","15.300",""
"C0S790","2020-03-31 00:00:00","236.000","349.000","0.300","21.500","0.950","988.700","","0.000","-99.000","-99.000","-99.000","28.400","","18.100",""
"C0D590","2020-03-31 00:00:00","143.000","52.000","2.800","16.900","0.980","999.600","","3.500","-99.000","-99.000","-99.000","19.200","","16.700",""
"C0U990","2020-03-31 00:00:00","31.000","288.000","1.900","20.300","0.870","1012.600","","0.000","-99.000","-99.000","-99.000","25.000","","17.200",""
"C0M700","2020-03-31 00:00:00","150.000","0.000","0.000","20.500","0.960","997.200","","0.000","-99.000","-99.000","-99.000","28.000","","19.200",""
"C0A970","2020-03-31 00:00:00","96.000","3.000","6.800","17.300","0.990","1005.200","","0.000","-99.000","-99.000","-99.000","21.700","","17.300",""
"CM0110","2020-03-31 00:00:00","7.000","35.000","2.900","19.900","0.790","1013.600","","-99.000","-99.000","-99.000","-99.000","22.000","","19.900",""
"C0S940","2020-03-31 00:00:00","150.000","17.000","1.800","21.200","0.980","996.400","","0.000","-99.000","-99.000","-99.000","25.300","","18.400",""
"C0X250","2020-03-31 00:00:00","33.000","27.000","2.100","20.300","0.870","1010.000","","0.000","-99.000","-99.000","-99.000","27.300","","19.400",""
"C0K520","2020-03-31 00:00:00","10.000","10.000","1.800","20.400","0.840","1011.800","","0.000","-99.000","-99.000","-99.000","23.100","","18.800",""
"C0Z200","2020-03-31 00:00:00","153.000","62.000","1.600","20.700","0.990","997.800","","0.000","-99.000","-99.000","-99.000","25.900","","16.400",""
"C0V740","2020-03-31 00:00:00","60.000","322.000","1.500","22.300","0.910","1007.600","","0.000","-99.000","-99.000","-99.000","31.300","","19.400",""
"C0G860","2020-03-31 00:00:00","45.000","304.000","0.900","20.700","0.910","1007.700","","0.000","-99.000","-99.000","-99.000","25.500","","20.600",""
"C0Z250","2020-03-31 00:00:00","1124.000","240.000","0.400","16.400","0.990","890.700","","0.000","-99.000","-99.000","-99.000","19.800","","12.900",""
"C0K440","2020-03-31 00:00:00","35.000","340.000","2.000","19.600","0.990","1009.900","","0.000","-99.000","-99.000","-99.000","22.600","","19.400",""
"C0T900","2020-03-31 00:00:00","160.000","68.000","0.500","20.500","0.870","994.800","","0.000","-99.000","-99.000","-99.000","26.500","","15.300",""
"C0F9V0","2020-03-31 00:00:00","525.000","89.000","0.300","19.500","0.960","954.900","","1.000","-99.000","-99.000","-99.000","24.100","","17.600",""
"C0UA20","2020-03-31 00:00:00","2619.000","204.000","5.100","9.500","0.990","-99.000","","0.500","-99.000","-99.000","-99.000","13.100","","6.400",""
"C0M850","2020-03-31 00:00:00","695.000","0.000","0.000","20.100","0.940","935.400","","0.000","-99.000","-99.000","-99.000","27.900","","16.100",""
"C0C620","2020-03-31 00:00:00","19.000","42.000","2.400","18.900","0.930","1012.100","","1.500","-99.000","-99.000","-99.000","22.000","","18.200",""
"C0I360","2020-03-31 00:00:00","300.000","262.000","1.800","19.900","0.930","978.600","","0.000","-99.000","-99.000","-99.000","26.500","","18.800",""
"C0M810","2020-03-31 00:00:00","1354.000","0.000","0.000","15.900","0.990","866.700","","0.000","-99.000","-99.000","-99.000","20.800","","11.300",""
"C0F9Z0","2020-03-31 00:00:00","3193.000","200.000","3.600","7.000","0.990","696.800","","0.000","8.800","246.000","","10.500","","5.300",""
"C0G810","2020-03-31 00:00:00","26.000","360.000","1.200","20.300","0.880","1010.600","","0.000","-99.000","-99.000","-99.000","23.900","","20.100",""
"C0U650","2020-03-31 00:00:00","442.000","65.000","1.500","16.500","1.000","965.300","","0.000","-99.000","-99.000","-99.000","23.400","","15.200",""
"C0D660","2020-03-31 00:00:00","65.000","42.000","0.500","18.000","0.910","1007.800","","1.500","-99.000","-99.000","-99.000","20.000","","18.000",""
"C0E540","2020-03-31 00:00:00","32.000","44.000","1.800","18.100","0.940","1011.800","","1.000","-99.000","-99.000","-99.000","20.800","","18.100",""
"C0W170","2020-03-31 00:00:00","42.000","28.000","5.700","12.700","0.940","1011.400","","31.500","-99.000","-99.000","-99.000","12.700","","10.300",""
"C0Z150","2020-03-31 00:00:00","27.000","16.000","3.300","22.100","0.890","1012.000","","0.000","-99.000","-99.000","-99.000","24.500","","17.900",""
"C0S840","2020-03-31 00:00:00","22.000","271.000","1.700","21.900","0.970","1012.600","","0.000","-99.000","-99.000","-99.000","28.600","","18.400",""
"C0H9A0","2020-03-31 00:00:00","1595.000","255.000","0.900","14.000","0.910","846.500","","0.000","-99.000","-99.000","-99.000","21.900","","10.400",""
"C0Z300","2020-03-31 00:00:00","182.000","0.000","0.000","21.000","0.990","994.900","","0.000","-99.000","-99.000","-99.000","24.300","","17.200",""
"C0G730","2020-03-31 00:00:00","27.000","6.000","2.800","19.400","0.940","1011.600","","0.000","-99.000","-99.000","-99.000","22.300","","19.000",""
"C0V730","2020-03-31 00:00:00","33.000","325.000","1.000","24.200","0.840","1010.200","","0.000","-99.000","-99.000","-99.000","30.800","","20.900",""
"C0SA00","2020-03-31 00:00:00","466.000","0.000","0.000","20.500","1.000","961.400","","0.000","-99.000","-99.000","-99.000","25.000","","15.800",""
"C0S900","2020-03-31 00:00:00","27.000","87.000","1.000","25.300","0.920","1011.400","","0.000","-99.000","-99.000","-99.000","27.100","","21.500",""
"C0C480","2020-03-31 00:00:00","105.000","0.000","0.000","18.000","0.890","1003.000","","0.500","-99.000","-99.000","-99.000","21.000","","17.500",""
"C0V720","2020-03-31 00:00:00","15.000","32.000","1.000","24.600","0.790","1011.600","","0.000","-99.000","-99.000","-99.000","29.500","","21.500",""
"C0UA60","2020-03-31 00:00:00","566.000","290.000","0.400","17.400","0.990","950.200","","0.000","-99.000","-99.000","-99.000","22.800","","14.600",""
"C0A980","2020-03-31 00:00:00","11.000","305.000","0.800","18.200","0.950","1014.800","","1.000","-99.000","-99.000","-99.000","22.700","","18.000",""
"C0C670","2020-03-31 00:00:00","250.000","6.000","1.300","16.600","0.940","986.700","","2.000","-99.000","-99.000","-99.000","18.700","","16.000",""
"C0K550","2020-03-31 00:00:00","15.000","2.000","1.400","20.100","0.860","1012.400","","0.000","-99.000","-99.000","-99.000","25.400","","18.700",""
"C0R350","2020-03-31 00:00:00","35.000","357.000","0.800","23.500","0.940","1009.200","","0.000","-99.000","-99.000","-99.000","29.000","","20.200",""
"C0T9F0","2020-03-31 00:00:00","251.000","0.000","0.100","20.000","0.970","985.800","","0.000","-99.000","-99.000","-99.000","25.900","","16.900",""
"C0D390","2020-03-31 00:00:00","146.000","0.000","0.000","17.500","0.950","996.700","","3.000","-99.000","-99.000","-99.000","20.100","","16.800",""
"C0E430","2020-03-31 00:00:00","258.000","0.000","0.000","17.000","0.960","988.800","","1.500","-99.000","-99.000","-99.000","19.500","","16.700",""
"C0O990","2020-03-31 00:00:00","18.000","28.000","1.600","21.200","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","30.400","","18.700",""
"CM0010","2020-03-31 00:00:00","68.000","41.000","1.500","18.000","0.870","1008.200","","0.500","-99.000","-99.000","-99.000","23.700","","17.900",""
"C0K500","2020-03-31 00:00:00","12.000","5.000","2.500","20.100","0.880","1011.400","","0.000","-99.000","-99.000","-99.000","23.000","","19.000",""
"C0X260","2020-03-31 00:00:00","39.000","31.000","1.000","20.200","0.940","1009.700","","0.000","-99.000","-99.000","-99.000","26.400","","18.900",""
"C0ACA0","2020-03-31 00:00:00","25.000","81.000","1.000","18.700","0.950","1011.400","","0.500","-99.000","-99.000","-99.000","22.100","","17.800",""
"C0X180","2020-03-31 00:00:00","62.000","4.000","0.500","20.600","0.990","1005.500","","0.000","-99.000","-99.000","-99.000","29.800","","18.800",""
"C0F930","2020-03-31 00:00:00","100.000","328.000","0.300","18.500","0.990","1002.100","","0.000","-99.000","-99.000","-99.000","21.800","","18.500",""
"C0I010","2020-03-31 00:00:00","1562.000","88.000","0.400","16.200","0.780","848.700","","0.000","-99.000","-99.000","-99.000","19.900","","10.800",""
"C0R190","2020-03-31 00:00:00","32.000","42.000","0.700","23.000","0.980","1008.900","","0.000","-99.000","-99.000","-99.000","31.300","","18.300",""
"C0E420","2020-03-31 00:00:00","19.000","33.000","1.500","17.700","0.930","1011.300","","4.500","-99.000","-99.000","-99.000","20.200","","17.700",""
"C0I460","2020-03-31 00:00:00","110.000","34.000","1.900","20.700","0.910","1001.200","","0.000","-99.000","-99.000","-99.000","27.900","","19.700",""
"C0A9F0","2020-03-31 00:00:00","35.000","91.000","1.000","18.900","0.880","1012.100","","0.000","-99.000","-99.000","-99.000","23.200","","18.600",""
"C0F9A0","2020-03-31 00:00:00","425.000","265.000","0.500","18.900","0.990","965.500","","0.000","-99.000","-99.000","-99.000","24.700","","17.800",""
"C0O950","2020-03-31 00:00:00","4.000","0.000","0.200","21.200","0.940","1012.500","","0.000","-99.000","-99.000","-99.000","29.400","","19.400",""
"C0M760","2020-03-31 00:00:00","40.000","29.000","0.600","20.400","0.890","1009.400","","0.000","-99.000","-99.000","-99.000","25.100","","19.200",""
"C0AH70","2020-03-31 00:00:00","34.000","82.000","2.300","19.100","0.780","1011.900","","0.000","-99.000","-99.000","-99.000","23.400","","18.900",""
"C0V250","2020-03-31 00:00:00","298.000","106.000","1.000","21.200","0.900","979.200","","0.000","-99.000","-99.000","-99.000","32.800","","17.200",""
"C0U980","2020-03-31 00:00:00","573.000","317.000","2.300","15.200","1.000","951.200","","0.000","-99.000","-99.000","-99.000","23.200","","14.300",""
"C0S740","2020-03-31 00:00:00","289.000","43.000","0.800","20.700","0.970","982.400","","0.000","-99.000","-99.000","-99.000","23.800","","16.800",""
"C0A940","2020-03-31 00:00:00","49.000","53.000","2.100","17.000","0.990","1010.600","","6.500","-99.000","-99.000","-99.000","20.800","","16.500",""
"C0A920","2020-03-31 00:00:00","196.000","78.000","1.600","16.200","1.000","992.400","","21.500","-99.000","-99.000","-99.000","19.600","","16.100",""
"C0T870","2020-03-31 00:00:00","135.000","0.000","0.100","20.500","0.980","998.800","","0.000","-99.000","-99.000","-99.000","25.900","","14.900",""
"C0O930","2020-03-31 00:00:00","69.000","208.000","0.400","20.300","1.000","1005.400","","0.000","-99.000","-99.000","-99.000","32.300","","18.200",""
"C0AI40","2020-03-31 00:00:00","37.000","273.000","1.000","19.000","0.870","1011.400","","0.000","-99.000","-99.000","-99.000","22.700","","18.600",""
"C0C460","2020-03-31 00:00:00","482.000","0.000","0.000","16.100","0.980","960.800","","2.500","-99.000","-99.000","-99.000","19.100","","15.200",""
"C0E520","2020-03-31 00:00:00","320.000","12.000","0.400","17.100","1.000","978.600","","0.000","-99.000","-99.000","-99.000","21.600","","17.100",""
